# Base V4 Swap ticks cache (poolId 0x96d4b53a38337a5733179751781178a2613306063c511b78cd02684739288c0a)
# columns: timestamp_unix,tick  (decoded from V4 Swap log data word 4)
timestamp_unix,tick
1784339043,-201143
1784339043,-201142
1784339045,-201142
1784339045,-201142
1784339045,-201142
1784339045,-201142
1784339045,-201141
1784339045,-201141
1784339051,-201141
1784339053,-201141
1784339053,-201142
1784339053,-201142
1784339055,-201140
1784339055,-201140
1784339055,-201138
1784339055,-201140
1784339059,-201139
1784339059,-201139
1784339059,-201138
1784339059,-201140
1784339059,-201139
1784339059,-201136
1784339059,-201135
1784339059,-201139
1784339061,-201140
1784339061,-201139
1784339063,-201139
1784339063,-201138
1784339063,-201139
1784339065,-201139
1784339065,-201139
1784339065,-201139
1784339067,-201139
1784339067,-201139
1784339067,-201140
1784339067,-201140
1784339067,-201145
1784339067,-201145
1784339067,-201145
1784339067,-201146
1784339069,-201146
1784339069,-201146
1784339069,-201147
1784339069,-201147
1784339069,-201147
1784339069,-201147
1784339069,-201147
1784339069,-201150
1784339069,-201150
1784339069,-201149
1784339069,-201143
1784339069,-201143
1784339075,-201143
1784339077,-201144
1784339077,-201144
1784339077,-201145
1784339077,-201145
1784339077,-201146
1784339077,-201146
1784339081,-201146
1784339081,-201146
1784339081,-201146
1784339081,-201146
1784339085,-201132
1784339085,-201131
1784339085,-201129
1784339085,-201129
1784339085,-201137
1784339085,-201139
1784339085,-201139
1784339085,-201138
1784339087,-201137
1784339087,-201137
1784339087,-201137
1784339087,-201136
1784339089,-201137
1784339089,-201137
1784339089,-201137
1784339091,-201137
1784339091,-201138
1784339091,-201137
1784339091,-201137
1784339093,-201138
1784339093,-201138
1784339093,-201138
1784339093,-201138
1784339095,-201138
1784339097,-201138
1784339097,-201138
1784339099,-201141
1784339099,-201141
1784339099,-201142
1784339101,-201142
1784339103,-201142
1784339103,-201142
1784339105,-201143
1784339107,-201144
1784339107,-201144
1784339107,-201144
1784339113,-201149
1784339113,-201148
1784339113,-201148
1784339113,-201149
1784339113,-201148
1784339113,-201149
1784339113,-201149
1784339113,-201149
1784339115,-201149
1784339115,-201147
1784339117,-201145
1784339121,-201145
1784339121,-201145
1784339123,-201145
1784339123,-201144
1784339125,-201144
1784339125,-201140
1784339125,-201140
1784339125,-201139
1784339125,-201139
1784339125,-201139
1784339125,-201139
1784339125,-201139
1784339125,-201139
1784339127,-201137
1784339127,-201135
1784339127,-201135
1784339127,-201137
1784339127,-201137
1784339129,-201137
1784339129,-201137
1784339129,-201137
1784339133,-201137
1784339135,-201134
1784339135,-201134
1784339135,-201134
1784339135,-201133
1784339135,-201135
1784339135,-201137
1784339135,-201137
1784339139,-201136
1784339139,-201136
1784339139,-201135
1784339141,-201133
1784339141,-201133
1784339141,-201135
1784339141,-201138
1784339143,-201138
1784339143,-201140
1784339143,-201140
1784339145,-201141
1784339145,-201136
1784339147,-201132
1784339147,-201132
1784339147,-201135
1784339147,-201136
1784339147,-201136
1784339149,-201136
1784339149,-201136
1784339149,-201136
1784339149,-201136
1784339149,-201137
1784339149,-201137
1784339153,-201137
1784339153,-201136
1784339153,-201137
1784339155,-201137
1784339157,-201132
1784339157,-201137
1784339157,-201138
