# Panoptic υ variance regressor σ̂²_t, EIV instrument σ̃²_t, pool tick i_t (CTX-VAR)
# EPOCH WIDTH: 3600 seconds (1.0 hour(s)).
#   epoch = floor(unixSeconds / 3600) via
#   Panel.Build.epochOfSeconds — the SAME single source of truth as
#   Panel.Build.dailyEpoch (which is epochOfSeconds 86400). The panel and
#   this series therefore share an exact INTEGER epoch key; the join is an
#   integer match and never a timestamp comparison or an offset adjustment
#   (the 09-05 40587-offset trap).
# σ̂²_t (sigma2)            = realized variance of the within-epoch V4
#   tick-implied log-price increments over the FULL within-epoch Swap series.
# σ̃²_t (sigma2_instrument) = the SAME estimator on the DISJOINT even-swap
#   sub-window (0-based even positions) — the two-noisy-measures IV.
# i_t (pool_tick_mean)     = mean underlying pool tick over the same epoch,
#   from the SAME Swap series (the panel's moneyness anchor).
# n_swaps                  = swaps in the epoch. σ̂² rests on n_swaps − 1
#   increments; a row with n_swaps <= 1 is a CONSTRUCTED zero, not a
#   measured one, and must not be read as a quiet market.
# Source: Uniswap V4 PoolManager Swap logs on Base via chunked eth_getLogs
#   (poolId 0x96d4…288c0a); BigQuery path retired (project suspended).
epoch,sigma2,sigma2_instrument,pool_tick_mean,n_swaps
495047,1.0949905000375018e-4,1.0937906200265042e-4,-201795.88372093023,129
495048,3.289671030155596e-6,4.289571039321426e-6,-201795.18713450292,171
495049,3.639636033363638e-6,6.319368057928066e-6,-201767.56923076924,195
495050,1.7298270158568933e-6,2.4697530226396095e-6,-201766.65161290322,155
495051,1.7898210164068428e-6,2.7697230253893598e-6,-201777.31067961166,103
495052,2.679732024564435e-6,3.6396360333636346e-6,-201795.68,125
495053,4.5195480414295615e-6,6.779322062144347e-6,-201856.91191709845,193
495054,2.321767821282837e-5,3.0756924281931755e-5,-201980.29129662522,563
495055,3.7196280340969033e-6,4.769523043721025e-6,-202001.7183908046,174
495056,5.7524247527296254e-5,6.88031196306733e-5,-202194.5501474926,678
495057,1.6098390147569926e-6,2.359764021631367e-6,-202237.14406779662,118
495058,7.009299064252482e-6,7.649235070118623e-6,-202220.81818181818,132
495059,4.389561040238005e-6,6.569343060219521e-6,-202189.45918367346,196
495060,4.589541042071167e-6,6.079392055728265e-6,-202196.015625,192
495061,1.8618138170663462e-5,2.321767821282351e-5,-202203.38477366255,486
495062,1.4218578130338116e-5,2.1977802201464995e-5,-202158.0989247312,465
495063,7.749225071035175e-6,1.1008899100915818e-5,-202204.4144144144,333
495064,1.046895309596626e-5,1.0848915099449291e-5,-202156.99206349207,252
495065,4.3195680395964026e-6,6.479352059394599e-6,-202187.16143497758,223
495066,4.029597036938311e-6,5.259474048212282e-6,-202204.79775280898,178
495067,4.429557040604646e-6,5.6094390514203235e-6,-202189.33766233767,231
495068,2.2697730208064434e-6,2.8897110264892594e-6,-202158.10447761195,134
495069,1.2698730116406097e-6,1.969803018056692e-6,-202150.55,100
495070,2.6797320245644353e-6,3.8596140353801175e-6,-202140.7741935484,93
495071,2.899710026580919e-6,4.159584038129867e-6,-202160.4090909091,110
495072,4.009599036754997e-6,6.179382056644849e-6,-202123.34020618556,194
495073,6.089391055819916e-6,9.53904608744205e-6,-202108.5241935484,248
495074,9.689031088816922e-6,1.2368763113381357e-5,-202137.51497005988,167
495075,2.8397160260309692e-6,4.09959003757992e-6,-202163.22627737228,137
495076,3.3296670305222273e-6,4.7895210439043405e-6,-202159.11851851852,135
495077,3.3196680304305706e-6,5.5194480505953935e-6,-202103.63636363635,165
495078,1.7998200164985012e-6,2.7597240252977e-6,-202101.84684684683,111
495079,3.00969902758916e-6,4.369563040054691e-6,-202099.15833333333,120
495080,1.4298570131071434e-6,2.129787019523225e-6,-202112.54074074075,135
495081,1.769823016223526e-6,2.6097390239228263e-6,-202131.2336448598,107
495082,2.609739023922828e-6,3.889611035655094e-6,-202151.01734104045,173
495083,2.6357364241611318e-5,2.8877112264709253e-5,-202113.1358974359,390
495084,7.009299064252489e-6,5.989401054903337e-6,-202088.25680933852,257
495085,7.332266767209974e-5,8.576142378611657e-5,-202222.5633802817,781
495086,2.081791819081258e-5,2.935706426907324e-5,-202261.9873015873,630
495087,2.5257474231519636e-5,3.707629233985345e-5,-202328.71208791208,455
495088,2.365563441684032e-4,1.6164383548173582e-4,-202434.2130081301,615
495089,1.4250574930630173e-4,1.7707229262316391e-4,-202691.64945652173,368
495090,2.5817418236661653e-5,3.4436556315671264e-5,-202719.7894736842,399
495091,1.3328667122180531e-5,1.6058394147203287e-5,-202708.16013071896,306
495092,6.161383856477551e-5,6.683331661261591e-5,-202506.78880866425,554
495093,6.379362058478007e-6,8.32916707635139e-6,-202474.08,250
495094,1.0978902100640809e-5,1.1778822107973514e-5,-202426.68049792532,241
495095,3.5596440326303715e-6,5.1594840472957e-6,-202440.47647058824,170
495096,5.259474048212279e-6,7.389261067735504e-6,-202420.1919642857,224
495097,4.3395660397797125e-6,6.419358058844643e-6,-202437.008583691,233
495098,2.689731024656094e-6,3.649635033455294e-6,-202442.27544910178,167
495099,2.4697530226396116e-6,3.339666030613886e-6,-202434.12352941177,170
495100,3.6296370332719784e-6,5.2694730483039414e-6,-202401.12328767125,146
495101,1.5898410145728177e-5,2.0037996183672612e-5,-202280.66076696166,339
495102,5.8894110539803585e-6,8.179182074960885e-6,-202245.6935483871,186
495103,4.429557040604643e-6,5.5094490505037415e-6,-202215.98245614034,171
495104,3.4896510319887616e-6,4.149585038038209e-6,-202224.52252252251,111
495105,2.409759022083975e-6,3.309669030331093e-6,-202244.54444444444,90
495106,3.5196480322587625e-6,4.4395560406891956e-6,-202297.2605042017,119
495107,7.499250068743736e-6,1.025897409404145e-5,-202348.89777777778,225
495108,2.3844615518577755e-4,1.5863413645415998e-4,-202330.7060367454,381
495109,3.836016395162665e-4,3.222477749538561e-4,-202532.75812743822,769
495110,2.898410156568842e-4,2.3798620118153086e-4,-202750.66142857142,700
495111,4.043595637066624e-5,5.0154984459758194e-5,-202809.04194857916,739
495112,0.0,0.0,-202809.04194857916,0
495113,3.1226877286248985e-5,7.1692830657190225e-6,-202735.06382978722,47
495114,3.811618834940158e-5,4.05759423719495e-5,-202759.1807580175,343
495115,2.048795118780788e-5,2.6087391239136563e-5,-202809.92810457517,306
495116,1.8848115172775905e-5,2.0167983184874842e-5,-202777.76923076922,286
495117,2.1587841197890318e-5,1.7438256159852134e-5,-202742.59615384616,208
495118,6.099390055911571e-6,8.11918807442656e-6,-202726.0994152047,171
495119,5.229477047937307e-6,6.909309063335907e-6,-202730.36153846153,130
495120,1.4678532134554424e-5,1.6668333152794438e-5,-202752.75274725276,182
495121,8.60913907891781e-6,1.1528847105682057e-5,-202794.0593607306,219
495122,3.7977202248126946e-4,2.326067391322442e-4,-202977.6420361248,609
495123,8.672132779494978e-5,9.64203578838586e-5,-202963.139329806,567
495124,6.839316062694291e-6,9.489051086983756e-6,-202849.90298507462,268
495125,7.879212072226755e-6,1.0118988092758232e-5,-202849.58878504674,214
495126,2.0927907191828757e-5,2.430756922280862e-5,-202812.8078291815,281
495127,7.759224071126862e-6,1.0258974094041447e-5,-202687.7888446215,251
495128,8.579142078642827e-6,1.0568943096882857e-5,-202733.03982300885,226
495129,9.7390260892752e-6,1.3098690120072417e-5,-202807.1124497992,249
495130,1.1718828107423544e-5,1.2128787111181557e-5,-202862.64903846153,208
495131,1.4808519135726795e-5,1.670832915314117e-5,-202884.5532994924,197
495132,1.308869111997918e-4,1.2004799510042509e-4,-202923.2357894737,475
495133,9.812018789942619e-5,1.1153884602243246e-4,-202916.32447817837,527
495134,4.6375362425111395e-5,6.425357458899641e-5,-202780.25375375376,666
495135,3.965603436351692e-5,4.611538842272822e-5,-202731.11111111112,360
495136,2.6141385839631567e-4,1.3160683920640723e-4,-202676.52051835853,463
495137,6.979302063977513e-6,1.0168983093216524e-5,-202658.74489795917,196
495138,6.199380056828161e-6,6.99930006416083e-6,-202691.76086956522,184
495139,5.379462049312182e-6,7.389261067735502e-6,-202690.68354430379,158
495140,9.509049087167055e-6,1.4548545133362882e-5,-202711.25906735752,193
495141,3.859614035380118e-6,4.85951404454595e-6,-202717.33333333334,120
495142,3.459654031713786e-6,5.339466048945548e-6,-202715.9837398374,123
495143,5.509449050503738e-6,2.6097390239228254e-6,-202696.07407407407,135
495144,3.5596440326303694e-6,4.2095790385881575e-6,-202703.296875,128
495145,1.0598940097157837e-6,1.4898510136570921e-6,-202706.5945945946,74
495146,3.8196180350134874e-6,5.1094890468374075e-6,-202671.60606060605,132
495147,9.349065085700536e-6,7.369263067552188e-6,-202672.12096774194,124
495148,3.419658031347152e-6,4.249575038954791e-6,-202665.125,80
495149,1.2438756114022956e-5,6.43935605902796e-6,-202685.95041322315,121
495150,2.6597340243811173e-6,3.819618035013484e-6,-202683.18348623853,109
495151,7.499250068743756e-7,1.0298970094408086e-6,-202663.1875,80
495152,1.7698230162235246e-6,1.6898310154902579e-6,-202657.90476190476,63
495153,6.899310063244254e-7,1.039896009532467e-6,-202670.43333333332,60
495154,5.929407054353385e-6,6.789321062236005e-6,-202661.02469135803,81
495155,1.3998600128321668e-6,2.1797820199815168e-6,-202667.01449275363,69
495156,5.699430052245251e-6,2.5397460232812173e-6,-202658.67142857143,70
495157,6.759324061961035e-6,5.5194480505954e-6,-202628.8988764045,89
495158,6.769323062026396e-6,3.669633033635056e-6,-202593.9633027523,109
495159,1.6718328153251983e-5,2.0517948188081457e-5,-202530.5028901734,173
495160,1.2798720117322676e-6,1.6398360150319669e-6,-202527.6,95
495161,7.339266067268673e-6,1.1138886102091752e-5,-202587.2541436464,181
495162,1.519848013932067e-6,2.0397960186982996e-6,-202604.58441558442,77
495163,2.449755022456283e-5,2.4917508228412553e-5,-202673.4364640884,181
495164,3.0586941280382836e-5,6.149385056369872e-6,-202676.734375,64
495165,4.549545041704541e-6,4.829517044270974e-6,-202676.4239130435,92
495166,8.669133079467755e-6,1.036896309504969e-5,-202728.77005347595,187
495167,4.419558040512982e-6,5.159484047295698e-6,-202714.62376237623,101
495168,3.379662030980519e-6,2.639736024197801e-6,-202709.03125,96
495169,1.8698130171401085e-6,2.189781020073175e-6,-202721.74324324325,74
495170,3.609639033088661e-6,5.429457049770472e-6,-202717.37078651684,89
495171,7.499250068743757e-7,1.0498950096241253e-6,-202717.68823529413,170
495172,1.3678632125388588e-5,2.4197580221813164e-6,-202717.34188034188,117
495173,4.409559040421321e-6,5.749425052703539e-6,-202747.5945945946,111
495174,2.7397260251143842e-6,3.1796820291473504e-6,-202763.46153846153,104
495175,2.7197280249310675e-6,3.5396460324470514e-6,-202726.78723404257,94
495176,6.309369057836402e-6,8.379162076809678e-6,-202681.0703125,128
495177,1.9698030180566922e-6,2.8497150261226255e-6,-202667.37931034484,87
495178,1.7398260159485506e-6,3.079692028230767e-6,-202699.54430379748,79
495179,3.7296270341885596e-6,4.289571039321425e-6,-202680.14705882352,102
495180,9.659034088541943e-6,7.219278066177315e-6,-202664.22377622378,143
495181,4.6095390422544915e-6,6.789321062236007e-6,-202680.65806451612,155
495182,7.849215071951778e-6,8.769123080384357e-6,-202666.78761061947,113
495183,5.299470048578914e-6,8.539146078276214e-6,-202670.60975609755,164
495184,6.7293270616860475e-6,1.0028997091933306e-5,-202724.69633507854,191
495185,5.559444050962026e-6,7.98920107323501e-6,-202744.5058139535,172
495186,2.5597440234645353e-6,2.8397160260309667e-6,-202731.60240963855,83
495187,5.8184181533359834e-5,1.4148585129696542e-5,-202767.44720496895,161
495188,5.1994800476623265e-6,6.959304063794199e-6,-202730.98507462686,134
495189,5.309469048670571e-6,7.359264067460531e-6,-202762.8153846154,130
495190,3.235676429660621e-5,4.3485651398622055e-5,-202768.27705627706,462
495191,8.089191074151586e-6,1.2488751114481254e-5,-202757.50684931508,219
495192,1.571842814408686e-5,2.4797520227312654e-5,-202785.3827956989,465
495193,1.0638936097524435e-5,1.6588341152061165e-5,-202769.30434782608,368
495194,1.9288071176808895e-5,2.588741123730342e-5,-202773.31117824774,331
495195,1.0108989092666557e-5,1.2358764113289697e-5,-202663.59905660377,212
495196,2.379762021814686e-6,3.7996200348301673e-6,-202683.16814159293,113
495197,8.61913807900947e-6,1.3678632125388604e-5,-202738.0875,240
495198,4.969503045554194e-6,7.989201073235003e-6,-202652.91240875912,137
495199,7.639236070026965e-6,4.589541042071176e-6,-202672.80508474575,118
495200,4.399560040329666e-6,6.169383056553188e-6,-202701.07738095237,168
495201,4.169583038221527e-6,6.16938305655319e-6,-202710.9642857143,168
495202,3.0596940280474517e-6,4.779522043812681e-6,-202672.83018867925,106
495203,9.219078084508971e-6,1.1178882102474015e-5,-202716.0185185185,162
495204,3.3096690303388896e-5,4.569543041887859e-5,-202661.74042553193,470
495205,3.009699027589134e-5,3.655634433510283e-5,-202708.68222621185,557
495206,2.4977502228962314e-5,3.7036296339502405e-5,-202759.2460658083,699
495207,2.710728924848563e-5,2.7457254251693743e-5,-202724.8203883495,618
495208,1.4228577130429803e-5,1.7408259159577147e-5,-202676.59512195122,205
495209,5.9764023547840766e-5,7.566243369357718e-5,-202425.34449760764,627
495210,7.409259067918803e-6,8.469153077634605e-6,-202402.78481012658,237
495211,4.649535042621121e-6,5.2994700485789144e-6,-202414.33644859813,214
495212,2.299770021081418e-6,3.109689028505743e-6,-202413.17307692306,104
495213,6.0893910558199075e-6,8.409159077084655e-6,-202442.52,150
495214,1.6798320153986006e-6,2.439756022364634e-6,-202442.8988764045,89
495215,1.999800018331668e-6,2.899710026580919e-6,-202482.0340909091,88
495216,9.35906408576377e-6,1.2518748114729226e-5,-202548.54716981133,212
495217,9.979002091472163e-6,1.0208979093578178e-5,-202591.1011235955,178
495218,5.4154584496421576e-5,5.6074392514019936e-5,-202611.61290322582,93
495219,7.009299064252479e-6,2.879712026397601e-6,-202608.50961538462,104
495220,3.1596840289640367e-6,5.1994800476623316e-6,-202643.56,150
495221,2.4997500229145855e-6,3.299670030247251e-6,-202627.20661157026,121
495222,2.119788019431567e-6,3.1196880285974002e-6,-202605.94366197183,71
495223,4.949505045370876e-6,5.009499045920825e-6,-202602.53153153154,111
495224,5.9194080542617275e-6,8.519148078092896e-6,-202646.25174825176,143
495225,2.119788019431568e-6,2.959704027130867e-6,-202653.24761904762,105
495226,4.789521043904341e-6,3.889611035655093e-6,-202650.03846153847,130
495227,4.009599036754995e-6,5.829417053436807e-6,-202673.56737588652,141
495228,9.509049087167072e-6,1.1948805109531701e-5,-202772.7343173432,271
495229,2.6357364241611243e-5,3.5626437326578624e-5,-202814.73493975904,498
495230,2.3067693211455613e-5,2.699730024747744e-5,-202741.42222222223,450
495231,1.280871911741429e-5,1.740825915957714e-5,-202771.37746478873,355
495232,5.619438051511973e-6,8.689131079651086e-6,-202761.1286764706,272
495233,2.558744123455359e-5,2.8327167259668e-5,-202732.3186813187,182
495234,5.379462049312182e-6,6.479352059394594e-6,-202712.01477832513,203
495235,3.419658031347152e-6,4.599540042162834e-6,-202688.40972222222,144
495236,3.129687028689061e-6,4.409559040421324e-6,-202689.81944444444,144
495237,1.3698630125571928e-6,2.0697930189732743e-6,-202724.94791666666,96
495238,1.82281771670931e-5,2.5827417236753446e-5,-202737.5871559633,109
495239,2.419758022181318e-6,3.0996900284140835e-6,-202747.78846153847,104
495240,3.679632033730271e-6,5.8194180533451506e-6,-202731.78481012658,158
495241,3.236676329669801e-5,4.6845315429419295e-5,-202732.69911504423,452
495242,4.719528043262733e-6,7.119288065260729e-6,-202667.9378238342,193
495243,9.149085083861679e-6,1.3038696119511097e-5,-202619.5,182
495244,1.3188681120896626e-5,1.3508649123828274e-5,-202576.35403726707,161
495245,3.449655031618575e-6,3.969603036384807e-6,-202579.4700854701,117
495246,5.7294270525202155e-6,8.749125080201037e-6,-202680.45303867402,181
495247,2.959704027130871e-6,3.949605036205044e-6,-202701.54444444444,180
495248,4.879512044729266e-6,6.679332061227764e-6,-202712.5922330097,206
495249,2.909709026672578e-6,4.0895910374882605e-6,-202670.08256880735,109
495250,2.3297670213563927e-6,3.2096790294223277e-6,-202705.85826771654,127
495251,2.8397160260309713e-6,4.419558040512985e-6,-202725.13461538462,156
495252,4.009599036754994e-6,6.069393055636604e-6,-202748.42790697675,215
495253,2.2907709209982726e-5,3.2686731299618286e-5,-202671.33940774488,439
495254,2.1207879194398615e-5,3.079692028229409e-5,-202534.48013245032,604
495255,4.581541841997864e-5,4.333566639724723e-5,-202443.1841541756,467
495256,1.6018398146836614e-5,2.2557744206781183e-5,-202425.84126984127,252
495257,7.119288065260712e-6,1.0138986092941546e-5,-202440.33333333334,222
495258,8.689131079651061e-6,9.659034088541948e-6,-202436.10619469028,226
495259,4.429557040604638e-6,5.9694030547200215e-6,-202431.27624309392,181
495260,6.9093090633358964e-6,1.072892709834939e-5,-202453.41379310345,203
495261,2.3027697211089106e-5,2.5537446234095363e-5,-202381.32142857142,252
495262,4.165583438184884e-5,3.2026797293581594e-5,-202348.94970414203,338
495263,5.01949804601247e-6,7.289271066818922e-6,-202459.74431818182,176
495264,5.239476048028963e-6,7.3592640674605295e-6,-202526.84680851063,235
495265,8.98910108240083e-6,1.2528747114847889e-5,-202469.80689655172,290
495266,1.2278772112556405e-5,1.39186081275884e-5,-202430.31791907514,173
495267,2.798720125655159e-5,4.240575938872299e-5,-202362.1976284585,253
495268,1.859814017048451e-6,2.6397360241978005e-6,-202337.51,100
495269,1.8998100174150837e-6,2.729727025022725e-6,-202362.07,100
495270,5.889411053986738e-6,5.529447050687058e-6,-202398.40935672514,171
495271,2.2097790202564927e-6,2.9497050270392083e-6,-202445.68604651163,86
495272,1.4838516136020953e-5,5.559444050962034e-6,-202427.26717557252,131
495273,2.4607539225563933e-5,2.894710526534371e-5,-202310.2857142857,497
495274,6.0693930556174165e-6,6.629337060758814e-6,-202271.46256684492,374
495275,6.149385056360625e-6,8.069193073954767e-6,-202252.39784946237,279
495276,2.896710326553405e-5,3.7326267342160536e-5,-202195.0457665904,437
495277,7.443255668225095e-5,8.235176475485605e-5,-201977.66703417862,907
495278,3.9176082359091896e-5,5.3744625492631505e-5,-201907.90527577937,834
495279,1.0848915099415859e-5,1.5128487138651345e-5,-201956.7037037037,405
495280,1.2188781111727912e-5,1.530846914032535e-5,-201969.0987654321,324
495281,4.4695530409684325e-6,6.1593840564572695e-6,-201945.56766917295,266
495282,2.8697130263002595e-6,3.7596240344564293e-6,-201935.82857142857,140
495283,7.209279066067888e-6,1.030896909447203e-5,-201938.0487804878,205
495284,6.049395055442637e-6,8.609139078899354e-6,-201945.93467336684,199
495285,4.239576038861707e-6,2.6197380240123535e-6,-201937.9125,80
495286,1.7098290156735757e-6,2.3597640216313674e-6,-201958.8469387755,98
495287,2.319768021264736e-6,3.449655031622128e-6,-201964.42424242425,132
495288,2.5997400238297487e-6,3.879612035563437e-6,-201951.7743902439,164
495289,1.1978802109804508e-5,1.6818318154167163e-5,-201885.88401253917,319
495290,7.979202073137646e-6,1.0808919099076263e-5,-201913.0268456376,298
495291,3.0296970277703463e-6,4.6095390422509365e-6,-201914.94630872484,149
495292,2.2297770204398103e-6,2.9697030272225255e-6,-201917.32407407407,108
495293,5.549445050870366e-6,8.009199073418322e-6,-201868.11728395062,162
495294,6.619338060677812e-6,7.519248068927068e-6,-201845.12418300653,153
495295,2.789721025572678e-6,3.7296270341885604e-6,-201841.75,124
495296,1.8638136170851095e-5,2.4237576222179772e-5,-201807.50684931508,219
495297,5.279472048395593e-6,7.869213072135104e-6,-201795.02040816325,196
495298,1.9058094174700708e-5,2.4817518227495946e-5,-201723.9435215947,301
495299,5.779422052978503e-6,8.719128079926062e-6,-201695.98994974873,199
495300,3.2796720300639367e-6,4.569543041887855e-6,-201730.6846153846,130
495301,1.3378662122638836e-5,1.5678432143720268e-5,-201684.59832635985,239
495302,1.1058894101374098e-5,1.4828517135929307e-5,-201734.55859375,256
495303,9.589041087900303e-6,1.226877311246476e-5,-201724.58543417367,357
495304,2.709729024839411e-6,3.2496750297889603e-6,-201758.65413533835,133
495305,5.229477047937309e-6,6.249375057286456e-6,-201729.3112244898,196
495306,1.5998400146653334e-6,1.5498450142070415e-6,-201722.31395348837,86
495307,8.319168076259714e-6,1.0478952096057927e-5,-201681.49726775955,183
495308,2.9087091266626182e-5,3.662633733573521e-5,-201592.26708074534,322
495309,1.1878812108890068e-5,1.641835815050298e-5,-201567.31176470587,340
495310,7.1092890651605385e-6,4.539546041603646e-6,-201601.14516129033,124
495311,2.679732024554488e-6,2.979702027302816e-6,-201604.02739726027,146
495312,2.7997200256565197e-6,3.5596440326225525e-6,-201597.536,125
495313,3.4996500320789995e-6,5.039496046193666e-6,-201655.77697841727,139
495314,3.909609035838408e-6,3.029697027772476e-6,-201667.0,75
495315,1.1098890101740762e-6,1.789821016406841e-6,-201643.56,150
495316,3.6196380331760565e-6,5.019498046006797e-6,-201613.32520325202,123
495317,3.7096290339945863e-6,4.099590037569969e-6,-201614.24242424243,132
495318,5.929407054347708e-6,4.909509044992872e-6,-201620.78301886792,106
495319,1.839816016855897e-6,2.319768021255496e-6,-201622.06666666668,105
495320,3.5996400329970033e-6,4.959504045462534e-6,-201592.05479452055,146
495321,1.5298470140208832e-6,1.9098090175024785e-6,-201601.76119402985,67
495322,4.4995500412462483e-7,6.199380056828169e-7,-201602.7962962963,54
495323,8.799120080645125e-7,9.79902008979675e-7,-201605.47368421053,76
495324,1.9988001183186618e-5,2.0187981185019072e-5,-201583.15841584158,101
495325,9.00909908258414e-6,1.2578742115306184e-5,-201551.75,136
495326,6.5193480597612306e-6,6.789321062236008e-6,-201539.7987804878,164
495327,7.889211072318361e-5,8.901109881594256e-5,-201429.2816229117,419
495328,4.679532042896098e-6,5.5394460507787145e-6,-201436.38659793814,194
495329,3.433656631475473e-5,2.6277372240878074e-5,-201416.1264367816,261
495330,4.279572039229768e-6,5.3194680487622295e-6,-201377.04347826086,184
495331,3.399660031163838e-6,5.1194880469290655e-6,-201407.8373493976,166
495332,1.730826915866056e-5,8.08919107415159e-6,-201432.81203007518,133
495333,1.8998100174150837e-6,2.019798018514983e-6,-201427.6265060241,83
495334,3.9896010365716725e-6,3.519648032263734e-6,-201450.46226415093,106
495335,1.5098490138404071e-5,1.457854213363785e-5,-201486.56923076924,130
495336,2.2397760205314683e-6,2.8197180258476504e-6,-201505.51707317072,205
495337,5.749425052703529e-6,7.629237069935302e-6,-201553.87283236993,173
495338,4.53954604161288e-6,6.059394055544949e-6,-201585.88888888888,180
495339,1.0198980093491508e-6,1.5198480139320664e-6,-201593.6447368421,76
495340,1.899810017415084e-6,2.839716026030968e-6,-201558.25252525252,99
495341,1.8598140170484504e-6,2.5097490230062426e-6,-201569.39583333334,96
495342,3.1496850288723774e-6,3.8096190349218257e-6,-201570.40594059406,101
495343,1.9698030180566922e-6,2.9497050270392088e-6,-201562.02298850575,87
495344,6.969303063885851e-6,7.779222071310181e-6,-201545.91818181818,110
495345,2.703729624780715e-5,2.353764621574239e-5,-201605.1172413793,145
495346,2.3397660214444995e-6,2.839716026023152e-6,-201600.80165289255,121
495347,1.749825016040209e-6,2.309769021173076e-6,-201586.79816513762,109
495348,3.619638033178187e-6,4.979502045642297e-6,-201580.05217391305,115
495349,1.4798520135654336e-6,1.97980201814835e-6,-201570.125,72
495350,5.439456049862131e-6,7.139286065444049e-6,-201551.8947368421,114
495351,7.319268067093869e-6,1.0268973094133103e-5,-201507.54395604396,182
495352,1.139886010449051e-6,1.399860012832167e-6,-201520.1235955056,89
495353,9.60903908808364e-6,1.0798920098991001e-5,-201488.72784810126,158
495354,1.039896009532465e-5,6.289371057653093e-6,-201479.21774193548,124
495355,2.2897710209897593e-6,2.5097490230062413e-6,-201473.9708737864,103
495356,5.119488046929059e-6,4.799520043995999e-6,-201483.72413793104,87
495357,1.8588141170392815e-5,1.8548145170026203e-5,-201476.37333333332,225
495358,2.4677532226212644e-5,2.9117088266909006e-5,-201402.95477386934,398
495359,7.099290065077395e-6,9.46905308680044e-6,-201410.55462184874,238
495360,9.52904708735034e-6,1.3938606127771715e-5,-201456.5465116279,344
495361,4.749525043537703e-6,7.4092590679188234e-6,-201416.91845493563,233
495362,4.359564039963031e-6,6.209379056919825e-6,-201458.41981132075,212
495363,4.099590037579917e-6,5.97940205481168e-6,-201494.3661971831,142
495364,3.7496250343718776e-6,5.8294170534368085e-6,-201485.60330578513,121
495365,7.719228070760216e-6,9.03909608285913e-6,-201526.5905511811,127
495366,2.2897710209897593e-6,2.649735024289458e-6,-201526.02631578947,76
495367,1.899810017415084e-6,2.8597140262142843e-6,-201532.4148148148,135
495368,2.809719025755996e-6,3.339666030613884e-6,-201535.00847457626,118
495369,2.879712026389786e-6,3.479652031886442e-6,-201596.04494382022,89
495370,1.8598140170484508e-6,3.1596840289640337e-6,-201555.8282828283,99
495371,5.829417053436803e-6,7.959204072960034e-6,-201544.63095238095,168
495372,2.8487151261128677e-5,3.9286071360112063e-5,-201674.96774193548,558
495373,1.951804817891693e-5,2.8037196257009907e-5,-201716.55459272096,577
495374,2.1927807200986708e-5,2.502749722941008e-5,-201647.98109243697,476
495375,2.6357364241610555e-5,3.750624934380897e-5,-201544.1004784689,418
495376,2.2507749206322798e-5,3.018698127671641e-5,-201402.05521472392,489
495377,7.159284065627355e-6,9.899010090741749e-6,-201409.84583333333,240
495378,5.479452050228763e-6,6.179382056644847e-6,-201415.04022988505,174
495379,2.539746023281218e-6,3.469653031805442e-6,-201397.36538461538,104
495380,2.329767021356394e-6,3.169683029055692e-6,-201415.22480620156,129
495381,2.396460351964973e-4,1.8620137970666746e-4,-201280.48139534885,430
495382,4.729527043346577e-6,6.949305063690461e-6,-201309.3790849673,153
495383,4.949505045370873e-6,6.039396055361631e-6,-201343.95070422534,142
495384,6.659334061044435e-6,9.279072085058929e-6,-201355.8558139535,215
495385,7.719228070760201e-6,1.0238976093858126e-5,-201404.51440329218,243
495386,7.3892610677354855e-6,1.0528947096516223e-5,-201461.6375,160
495387,3.409659031255494e-6,4.419558040512985e-6,-201506.97014925373,134
495388,3.4796520318971037e-6,4.8995100449125855e-6,-201542.57777777777,135
495389,3.399660031163837e-6,5.299470048578917e-6,-201568.34705882354,170
495390,3.9496050362050424e-6,5.869413053803442e-6,-201522.24375,160
495391,2.5697430235561936e-6,3.4096590312554925e-6,-201497.63076923077,130
495392,2.3597640216313687e-6,3.6396360333636346e-6,-201531.88636363635,132
495393,3.60963903308866e-6,5.38946104940384e-6,-201508.525,120
495394,2.3697630217230262e-6,3.489651031988759e-6,-201487.3563218391,87
495395,3.699630033913587e-6,5.159484047295698e-6,-201498.31645569621,158
495396,6.239376057194783e-6,7.969203073051684e-6,-201439.33771929826,228
495397,1.566843314362855e-5,2.162783719825695e-5,-201522.14427860695,402
495398,2.7937206256093212e-5,3.9456054361683743e-5,-201521.52757078985,671
495399,2.103789619284903e-5,2.3447655214938753e-5,-201417.67777777778,450
495400,9.599040087991968e-6,1.3528647124013723e-5,-201367.7101910828,314
495401,9.159084083958993e-6,7.219278066177308e-6,-201346.30181818182,275
495402,7.309269067002231e-6,1.0468953095966277e-5,-201370.995951417,247
495403,1.0878912099724236e-5,1.589841014573675e-5,-201459.14685314684,286
495404,2.5797420236478524e-6,3.7896210347385098e-6,-201438.58474576272,118
495405,6.899310063244237e-6,1.006899309229994e-5,-201481.45,220
495406,6.319368057928048e-6,9.549045087533702e-6,-201519.0294117647,170
495407,2.579742023647852e-6,2.7997200256643336e-6,-201500.6076923077,130
495408,9.609039088083646e-6,1.2648735115947784e-5,-201498.77578475335,223
495409,3.6696330336376955e-5,3.828617135095052e-5,-201573.3216374269,342
495410,1.825817416736025e-5,2.103789619283843e-5,-201638.74033149172,362
495411,2.8397160260281274e-6,4.219578038675554e-6,-201601.38235294117,136
